kabuto 超越,,102
caucasus,,102
电王 圣竿,,102
momotaros,,102
牙王,,102
decade complete,,102
铠武 drive,,102
黑影松果,,102
黑影卫兵,,102
机械黑影,,102
黑影真松果,,102
drive speed,,102
drive type high speed,,102
ghost斗魂达尔文,,102
exaid drive lv2,,102
gamedeus cronus,,102
blood stalk,,102
para dx lv99,,102.1
another para dx,,102.1
气泡兔坦,,102.1
crossz,,102.4
great cross z,,102.4
zio w,,102.5
夜骑生存,,103
drive 速度暗影,,103
drive速度计程,,103
dark drive,,103
night rogue,,103
kaiser,,103.5
exaid lv4汉堡,,103.7
火焰刺猬,,103.7
drive速度火力,,103.8
空我 升华全能,,104
garren,,104
巴隆ooo,,104
amazon Neo alfa,,104.2
zio decade ooo,,104.2
狮子吸尘器,,104.3
exaid lv3运动,,104.4
genm lv3 运动,,104.4
genm lv0运动,,104.4
ghost卑弥呼,,104.5
ooo seishirogin,,105
fourze流星抚子,,105
fourze火箭钻头,,105
铠武 柳橙,,105
铠武 鲜橙,,105
龙玄 葡萄,,105
sigurd樱桃能量,,105
武神铠武血橙,,105
drive 速度尖钉,,105
exaid 铠武 lv2,,105
lazer lv0运动,,105.2
evol3,,105.5
天才,,105.6
madrogue,,105.8
斩月 fourze,,106
兔兔,,106.2
zio 空我,,106.2
drive速度医生,,106.5
evol2,,106.8
lance,,107
yuuki 骷髅,,107
yuuki 劫持,,107
knuckle胡桃,,107
drive 速度怪物,,107
ghost龙马,,107
ghost斗魂罗宾,,107
飞鹰加特林,,107
diend complete,,107
drive dead heat,,107.1
deadheat drive,,107.1
deadheat mach,,107.1
woz ginga,,107.2
woz行星,,107.2
woz太阳,,107.2
ghost斗魂胡迪尼,,107.5
ghost斗魂比利,,107.5
铠武 香蕉,,108
drive tridoron,,108
drive special,,108
drive速度维加斯,,108
drive塞特朗123,,108
drive塞特朗人民救护,,108
drive塞特朗施工现场,,108
ghost斗魂武藏,,108
锁龙,,108
evol1,,108
bikaiser,,108
zio build,,108
zio ghost,,108
geiz ghost,,108
geiz build,,108
ghost斗魂贝多芬,,108.5
zio decade build,,108.8
drive死火火力,,108.9
卡利斯,,109
wild卡利斯,,109
斩月 蜜瓜,,109
斩月 西瓜,,109
斩月真 蜜瓜能量,,109
drive速度混凝土,,109
长颈鹿旋风,,109
geiz faiz,,109
killbus,,109.1
geiz drive,,109.5
铁兵,,110
saga,,110
skull,,110
skullcrystal,,110
ooo sagohzo,,110
铠武 阵羽柠檬,,110
铠武 阵羽樱桃,,110
铠武 阵羽蜜桃,,110
铠武 wizard,,110
铠武 橡果,,110
铠武 阵羽蜜瓜,,110
gridon 橡果,,110
铠武暗暗黑阵羽,,110
drive technic,,110
drive速度猎人,,110
ghost牛顿,,110
para dx lv50拼图,,110.5
para dx lv39,,110.5
鲨鱼摩托,,110.5
zio exaid,,110.6
geiz genm,,110.6
geiz exaid,,110.6
rogue,,110.8
空我 泰坦,,111
blade 杰克,,111
leangle,,111
巴隆 柠檬能量,,111
drive 水果,,111
ghost斗魂,,111
ghost父亲魂,,111
zio decade exaid,,111
drive formula,,111.1
brave家庭竞技场,,111.1
兔龙,,111.1
primerogue,,111.8
dark kiva,,112
魔进追迹者,,112
brave银河人,,112
猩钻,,112
brave节拍lv3,,112.1
凤凰机器人,,112.3
铠武 极,,113
果冻龙,,113.3
drive方程式满缸,,113.4
drive方程式扳手,,113.6
garren 杰克,,114
fourze磁铁,,114
巴隆 香蕉,,114
巴隆 芒果,,114
巴隆 苹果,,114
protodrive,,114
chaser,,114
chaser hayai,,114
ghost五右卫门,,114
火箭熊猫,,114
刚烈,,114.3
疾风（盖茨）,,114.3
blood,,114.7
drive方程式起重,,114.9
wizard全龙,,115
wizard特殊跃进,,115
十五,,115
necrom三藏,,115
genm lv x 0,,115
zio decade,,115.1
zio decade ghost,,115.1
genm丧尸,,115.5
fourze火箭,,116
蛮野,,116
zio ooo,,116
岩浆龙,,116.3
zio三合一,,116.4
鲸喷气飞机,,116.5
邪武,,117
mars黄金,,117
idunn苹果,,117
exaid lv5飞龙獠牙,,117
exaid 双人斗士lv99,,117.2
deep specter 图坦卡蒙,,118
grease,,118
exaid lv3机器人,,118.2
怪人evolto,,118.2
snipe lv5 飞龙烈炮,,118.5
evol黑洞,,118.8
exaid吃豆,,118.9
电王 climax,,119
电王 super climax,,119
铠武 凤梨,,119
duke柠檬能量,,119
duke火龙果,,119
tyrant火龙能量,,119
brave飞龙圣剑lv5,,119.5
莱欧骑兵,,120
天鬼,,120
risingixa,,120
ghost benkei,,120
deep specter 信长,,120
堂皇zio,,120
woz kikai,,120
brave lv50,,120.1
圣遗,,120.1
暴雪,,120.2
铠武 榴莲,,121
deep specter爱迪生,,121
空我 升华泰坦,,122
drive狂野医生,,122.5
zeronos织女星,,123
new电王 织女星,,123
drive wild,,123
extremer,,123
ghost感恩魂,,124
熊电视,,124
geiz wizard,,124
空我 惊异全能,,125
drake 假面,,125
bravo 榴莲,,125
lazer lv0战斗机,,125
银河龙,,125.5
snipe lv3战斗,,126
thebee 假面,,127
sasword 假面,,127
魔进追迹者蜘蛛,,127
魔进追迹者眼镜蛇,,127
魔进追迹者蝙蝠,,127
朱鬼,,127.5
胜哄,,128
铠武 1号,,128
zio gaim,,128.5
deep specter,,129
煌鬼,,130
ghost斗魂benkei,,130
blade 帝王,,131
leangle杰克,,131
鲁邦,,131
kabuto 假面,,132
dark kabuto假面,,132
银蔷,,132
decade kabuto假面,,132
gatack 假面,,134
garren 帝王,,135
zecter kabuto,,135
金龙,,135
西鬼,,136
exaid lv1,,137
exaid ghost lv1,,137
genm lv1,,137
chinomanako diend,,138
snipe lv1,,138.5
exaid lvx,,139
drive狂野清障者,,139.4
brave lv1,,139.5
威吹鬼,,140
弹鬼,,140
锐鬼,,140
kiva德加巴基,,140
kiva德加巴基魔皇,,140
drive技术勇者,,140.7
zio fourze,,142.2
lazer lv2,,144
坦坦,,145.3
genm lvx totema,,145.5
drive狂野倾卸,,146.1
drive技术寒冬,,146.9
雨击鬼,,147
exaid 机车lv0,,147
evolto究极,,148.2
空我 究极,,150
空我 升华究极,,150
G3,,150
kiva德伽,,150
arc,,150
lazer lv3剑斗,,151.5
lazerX,,151.5
para dx lv50斗士,,151.5
drive技术重力,,153
birth day,,155
brave游猎lv4,,155
lazer lv5飞龙利爪,,155
响鬼,,156
响鬼红,,156
decade 响鬼,,156
轰鬼,,157
exaid lv5完整飞龙,,157
brave 完整飞龙lv5,,157
snipe lv5 完整飞龙,,157
空我 超升华究极,,160
ixa保全,,160
ixa爆发,,160
snipe lv50,,160.4
斩鬼,,161
裁鬼,,165
歌舞鬼,,165
装甲响鬼,,168
装甲响鬼战国时代,,168
响鬼akanetaka,,168
响鬼ongekiko,,168
lazer lv1,,184
冻鬼,,190
龙骑 dragreder,,210
平成1号,,219
strong zecter,,230
空我 gouram,,250
exaid lv99,,256
神极限,,256
空我究极 gouram,,260
specter胡迪尼,,312.5
铠武 西瓜,,523
巴隆 西瓜,,523
斩月 西瓜（武装）,,523
黑影西瓜,,523
knuckle西瓜,,523
kikai,,1800
core,,7000
j 巨大,,736000
decade complete 巨大,,894000
